!E(eV)		F(ergcm-2s-1)	Emin            Emax      	delta F(-)	delta F(+)	Observatory
1.2124E+00	4.0270E-12	1.2109E+00	1.2139E+00	4.5465E-13	4.5465E-13	X-Shooter_Nhdiff_stat
1.2154E+00	3.9086E-12	1.2139E+00	1.2168E+00	4.4251E-13	4.4251E-13	X-Shooter_Nhdiff_stat
1.2183E+00	3.8857E-12	1.2168E+00	1.2198E+00	4.4114E-13	4.4114E-13	X-Shooter_Nhdiff_stat
1.2213E+00	3.8646E-12	1.2198E+00	1.2228E+00	4.3995E-13	4.3995E-13	X-Shooter_Nhdiff_stat
1.2244E+00	4.2249E-12	1.2228E+00	1.2259E+00	4.8230E-13	4.8230E-13	X-Shooter_Nhdiff_stat
1.2274E+00	3.8120E-12	1.2259E+00	1.2289E+00	4.3636E-13	4.3636E-13	X-Shooter_Nhdiff_stat
1.2304E+00	4.1249E-12	1.2289E+00	1.2320E+00	4.7349E-13	4.7349E-13	X-Shooter_Nhdiff_stat
1.2335E+00	3.9538E-12	1.2320E+00	1.2350E+00	4.5511E-13	4.5511E-13	X-Shooter_Nhdiff_stat
1.2366E+00	4.0360E-12	1.2350E+00	1.2381E+00	4.6586E-13	4.6586E-13	X-Shooter_Nhdiff_stat
1.2397E+00	3.7606E-12	1.2381E+00	1.2412E+00	4.3528E-13	4.3528E-13	X-Shooter_Nhdiff_stat
1.2428E+00	4.1859E-12	1.2412E+00	1.2443E+00	4.8585E-13	4.8585E-13	X-Shooter_Nhdiff_stat
1.2459E+00	3.9842E-12	1.2443E+00	1.2475E+00	4.6372E-13	4.6372E-13	X-Shooter_Nhdiff_stat
1.2490E+00	3.7857E-12	1.2475E+00	1.2506E+00	4.4184E-13	4.4184E-13	X-Shooter_Nhdiff_stat
1.2522E+00	3.9444E-12	1.2506E+00	1.2538E+00	4.6163E-13	4.6163E-13	X-Shooter_Nhdiff_stat
1.2554E+00	3.6163E-12	1.2538E+00	1.2569E+00	4.2441E-13	4.2441E-13	X-Shooter_Nhdiff_stat
1.2585E+00	3.7751E-12	1.2569E+00	1.2601E+00	4.4427E-13	4.4427E-13	X-Shooter_Nhdiff_stat
1.2617E+00	3.8135E-12	1.2601E+00	1.2633E+00	4.5003E-13	4.5003E-13	X-Shooter_Nhdiff_stat
1.2650E+00	3.6687E-12	1.2633E+00	1.2666E+00	4.3414E-13	4.3414E-13	X-Shooter_Nhdiff_stat
1.2682E+00	3.5021E-12	1.2666E+00	1.2698E+00	4.1557E-13	4.1557E-13	X-Shooter_Nhdiff_stat
1.2714E+00	3.6863E-12	1.2698E+00	1.2731E+00	4.3864E-13	4.3864E-13	X-Shooter_Nhdiff_stat
1.2747E+00	3.7608E-12	1.2731E+00	1.2764E+00	4.4876E-13	4.4876E-13	X-Shooter_Nhdiff_stat
1.2780E+00	3.7755E-12	1.2764E+00	1.2797E+00	4.5175E-13	4.5175E-13	X-Shooter_Nhdiff_stat
1.2813E+00	3.7286E-12	1.2797E+00	1.2830E+00	4.4738E-13	4.4738E-13	X-Shooter_Nhdiff_stat
1.2846E+00	3.7444E-12	1.2830E+00	1.2863E+00	4.5051E-13	4.5051E-13	X-Shooter_Nhdiff_stat
1.2880E+00	3.6079E-12	1.2863E+00	1.2896E+00	4.3529E-13	4.3529E-13	X-Shooter_Nhdiff_stat
1.2913E+00	3.6977E-12	1.2896E+00	1.2930E+00	4.4737E-13	4.4737E-13	X-Shooter_Nhdiff_stat
1.2947E+00	3.7486E-12	1.2930E+00	1.2964E+00	4.5477E-13	4.5477E-13	X-Shooter_Nhdiff_stat
1.2981E+00	3.7697E-12	1.2964E+00	1.2998E+00	4.5860E-13	4.5860E-13	X-Shooter_Nhdiff_stat
1.3015E+00	3.6545E-12	1.2998E+00	1.3032E+00	4.4581E-13	4.4581E-13	X-Shooter_Nhdiff_stat
1.3049E+00	3.6108E-12	1.3032E+00	1.3066E+00	4.4170E-13	4.4170E-13	X-Shooter_Nhdiff_stat
1.3084E+00	3.5378E-12	1.3066E+00	1.3101E+00	4.3396E-13	4.3396E-13	X-Shooter_Nhdiff_stat
1.3118E+00	3.5929E-12	1.3101E+00	1.3136E+00	4.4194E-13	4.4194E-13	X-Shooter_Nhdiff_stat
1.3153E+00	3.5373E-12	1.3136E+00	1.3170E+00	4.3629E-13	4.3629E-13	X-Shooter_Nhdiff_stat
1.3188E+00	3.5295E-12	1.3170E+00	1.3205E+00	4.3654E-13	4.3654E-13	X-Shooter_Nhdiff_stat
1.3223E+00	3.6262E-12	1.3205E+00	1.3241E+00	4.4972E-13	4.4972E-13	X-Shooter_Nhdiff_stat
1.3258E+00	3.5694E-12	1.3241E+00	1.3276E+00	4.4390E-13	4.4390E-13	X-Shooter_Nhdiff_stat
1.3294E+00	3.6540E-12	1.3276E+00	1.3312E+00	4.5567E-13	4.5567E-13	X-Shooter_Nhdiff_stat
1.3330E+00	3.4794E-12	1.3312E+00	1.3348E+00	4.3508E-13	4.3508E-13	X-Shooter_Nhdiff_stat
1.3366E+00	3.4708E-12	1.3348E+00	1.3384E+00	4.3521E-13	4.3521E-13	X-Shooter_Nhdiff_stat
1.3402E+00	3.5460E-12	1.3384E+00	1.3420E+00	4.4585E-13	4.4585E-13	X-Shooter_Nhdiff_stat
1.3438E+00	3.4952E-12	1.3420E+00	1.3456E+00	4.4067E-13	4.4067E-13	X-Shooter_Nhdiff_stat
1.3475E+00	3.6043E-12	1.3456E+00	1.3493E+00	4.5567E-13	4.5567E-13	X-Shooter_Nhdiff_stat
1.3511E+00	3.4061E-12	1.3493E+00	1.3530E+00	4.3179E-13	4.3179E-13	X-Shooter_Nhdiff_stat
1.3548E+00	3.4318E-12	1.3530E+00	1.3567E+00	4.3624E-13	4.3624E-13	X-Shooter_Nhdiff_stat
1.3585E+00	3.4336E-12	1.3567E+00	1.3604E+00	4.3766E-13	4.3766E-13	X-Shooter_Nhdiff_stat
1.3623E+00	3.4183E-12	1.3604E+00	1.3641E+00	4.3690E-13	4.3690E-13	X-Shooter_Nhdiff_stat
1.3660E+00	3.4560E-12	1.3641E+00	1.3679E+00	4.4291E-13	4.4291E-13	X-Shooter_Nhdiff_stat
1.3698E+00	3.5216E-12	1.3679E+00	1.3717E+00	4.5256E-13	4.5256E-13	X-Shooter_Nhdiff_stat
1.3736E+00	3.5802E-12	1.3717E+00	1.3755E+00	4.6133E-13	4.6133E-13	X-Shooter_Nhdiff_stat
1.3774E+00	3.5125E-12	1.3755E+00	1.3793E+00	4.5384E-13	4.5384E-13	X-Shooter_Nhdiff_stat
1.3812E+00	3.3356E-12	1.3793E+00	1.3832E+00	4.3215E-13	4.3215E-13	X-Shooter_Nhdiff_stat
1.3851E+00	3.5186E-12	1.3832E+00	1.3870E+00	4.5709E-13	4.5709E-13	X-Shooter_Nhdiff_stat
1.3890E+00	3.2822E-12	1.3870E+00	1.3909E+00	4.2755E-13	4.2755E-13	X-Shooter_Nhdiff_stat
1.3929E+00	3.3897E-12	1.3909E+00	1.3948E+00	4.4274E-13	4.4274E-13	X-Shooter_Nhdiff_stat
1.3968E+00	3.4374E-12	1.3948E+00	1.3988E+00	4.5018E-13	4.5018E-13	X-Shooter_Nhdiff_stat
1.4008E+00	3.3263E-12	1.3988E+00	1.4027E+00	4.3680E-13	4.3680E-13	X-Shooter_Nhdiff_stat
1.4047E+00	3.2490E-12	1.4027E+00	1.4067E+00	4.2780E-13	4.2780E-13	X-Shooter_Nhdiff_stat
1.4087E+00	3.2808E-12	1.4067E+00	1.4107E+00	4.3315E-13	4.3315E-13	X-Shooter_Nhdiff_stat
1.4127E+00	3.2828E-12	1.4107E+00	1.4147E+00	4.3457E-13	4.3457E-13	X-Shooter_Nhdiff_stat
1.4168E+00	3.3457E-12	1.4147E+00	1.4188E+00	4.4408E-13	4.4408E-13	X-Shooter_Nhdiff_stat
1.4208E+00	3.3589E-12	1.4188E+00	1.4229E+00	4.4703E-13	4.4703E-13	X-Shooter_Nhdiff_stat
1.4249E+00	3.3003E-12	1.4229E+00	1.4270E+00	4.4040E-13	4.4040E-13	X-Shooter_Nhdiff_stat
1.4290E+00	3.2497E-12	1.4270E+00	1.4311E+00	4.3480E-13	4.3480E-13	X-Shooter_Nhdiff_stat
1.4331E+00	3.0270E-12	1.4311E+00	1.4352E+00	4.0608E-13	4.0608E-13	X-Shooter_Nhdiff_stat
1.4373E+00	3.0514E-12	1.4352E+00	1.4394E+00	4.1044E-13	4.1044E-13	X-Shooter_Nhdiff_stat
1.4415E+00	3.2370E-12	1.4394E+00	1.4436E+00	4.3656E-13	4.3656E-13	X-Shooter_Nhdiff_stat
1.4457E+00	3.2380E-12	1.4436E+00	1.4478E+00	4.3784E-13	4.3784E-13	X-Shooter_Nhdiff_stat
1.4499E+00	3.0508E-12	1.4478E+00	1.4520E+00	4.1363E-13	4.1363E-13	X-Shooter_Nhdiff_stat
1.4542E+00	3.1104E-12	1.4520E+00	1.4563E+00	4.2281E-13	4.2281E-13	X-Shooter_Nhdiff_stat
1.4584E+00	3.1463E-12	1.4563E+00	1.4606E+00	4.2882E-13	4.2882E-13	X-Shooter_Nhdiff_stat
1.4627E+00	3.1583E-12	1.4606E+00	1.4649E+00	4.3158E-13	4.3158E-13	X-Shooter_Nhdiff_stat
1.4671E+00	2.9464E-12	1.4649E+00	1.4692E+00	4.0367E-13	4.0367E-13	X-Shooter_Nhdiff_stat
1.4714E+00	3.0081E-12	1.4692E+00	1.4736E+00	4.1320E-13	4.1320E-13	X-Shooter_Nhdiff_stat
1.4758E+00	2.9758E-12	1.4736E+00	1.4780E+00	4.0983E-13	4.0983E-13	X-Shooter_Nhdiff_stat
1.4802E+00	3.0063E-12	1.4780E+00	1.4824E+00	4.1511E-13	4.1511E-13	X-Shooter_Nhdiff_stat
1.4846E+00	3.0582E-12	1.4824E+00	1.4869E+00	4.2337E-13	4.2337E-13	X-Shooter_Nhdiff_stat
1.4891E+00	3.0163E-12	1.4869E+00	1.4913E+00	4.1864E-13	4.1864E-13	X-Shooter_Nhdiff_stat
1.4936E+00	3.4020E-12	1.4913E+00	1.4958E+00	4.7339E-13	4.7339E-13	X-Shooter_Nhdiff_stat
1.4981E+00	3.4142E-12	1.4958E+00	1.5004E+00	4.7632E-13	4.7632E-13	X-Shooter_Nhdiff_stat
1.5026E+00	3.0597E-12	1.5004E+00	1.5049E+00	4.2795E-13	4.2795E-13	X-Shooter_Nhdiff_stat
1.5072E+00	3.0929E-12	1.5049E+00	1.5095E+00	4.3370E-13	4.3370E-13	X-Shooter_Nhdiff_stat
1.5118E+00	3.1213E-12	1.5095E+00	1.5141E+00	4.3879E-13	4.3879E-13	X-Shooter_Nhdiff_stat
1.5164E+00	2.9354E-12	1.5141E+00	1.5187E+00	4.1371E-13	4.1371E-13	X-Shooter_Nhdiff_stat
1.5211E+00	3.1906E-12	1.5187E+00	1.5234E+00	4.5081E-13	4.5081E-13	X-Shooter_Nhdiff_stat
1.5258E+00	4.2462E-12	1.5234E+00	1.5281E+00	6.0148E-13	6.0148E-13	X-Shooter_Nhdiff_stat
1.5305E+00	4.3629E-12	1.5281E+00	1.5328E+00	6.1957E-13	6.1957E-13	X-Shooter_Nhdiff_stat
1.5352E+00	3.8920E-12	1.5328E+00	1.5376E+00	5.5408E-13	5.5408E-13	X-Shooter_Nhdiff_stat
1.5400E+00	3.1517E-12	1.5376E+00	1.5424E+00	4.4982E-13	4.4982E-13	X-Shooter_Nhdiff_stat
1.5448E+00	2.8716E-12	1.5424E+00	1.5472E+00	4.1086E-13	4.1086E-13	X-Shooter_Nhdiff_stat
1.5496E+00	3.1205E-12	1.5472E+00	1.5520E+00	4.4758E-13	4.4758E-13	X-Shooter_Nhdiff_stat
1.5545E+00	2.7872E-12	1.5520E+00	1.5569E+00	4.0076E-13	4.0076E-13	X-Shooter_Nhdiff_stat
1.5593E+00	2.7591E-12	1.5569E+00	1.5618E+00	3.9770E-13	3.9770E-13	X-Shooter_Nhdiff_stat
1.5643E+00	2.7855E-12	1.5618E+00	1.5667E+00	4.0248E-13	4.0248E-13	X-Shooter_Nhdiff_stat
1.5692E+00	2.6887E-12	1.5667E+00	1.5717E+00	3.8944E-13	3.8944E-13	X-Shooter_Nhdiff_stat
1.5742E+00	2.7740E-12	1.5717E+00	1.5767E+00	4.0278E-13	4.0278E-13	X-Shooter_Nhdiff_stat
1.5792E+00	2.9467E-12	1.5767E+00	1.5817E+00	4.2890E-13	4.2890E-13	X-Shooter_Nhdiff_stat
1.5843E+00	2.9844E-12	1.5817E+00	1.5868E+00	4.3544E-13	4.3544E-13	X-Shooter_Nhdiff_stat
1.5893E+00	2.7122E-12	1.5868E+00	1.5919E+00	3.9667E-13	3.9667E-13	X-Shooter_Nhdiff_stat
1.5944E+00	2.7325E-12	1.5919E+00	1.5970E+00	4.0061E-13	4.0061E-13	X-Shooter_Nhdiff_stat
1.5996E+00	2.7512E-12	1.5970E+00	1.6022E+00	4.0430E-13	4.0430E-13	X-Shooter_Nhdiff_stat
1.6048E+00	2.5146E-12	1.6022E+00	1.6074E+00	3.7040E-13	3.7040E-13	X-Shooter_Nhdiff_stat
1.6100E+00	2.3408E-12	1.6074E+00	1.6126E+00	3.4562E-13	3.4562E-13	X-Shooter_Nhdiff_stat
1.6152E+00	2.4123E-12	1.6126E+00	1.6178E+00	3.5702E-13	3.5702E-13	X-Shooter_Nhdiff_stat
1.6205E+00	2.3356E-12	1.6178E+00	1.6231E+00	3.4648E-13	3.4648E-13	X-Shooter_Nhdiff_stat
1.6258E+00	2.3802E-12	1.6231E+00	1.6285E+00	3.5392E-13	3.5392E-13	X-Shooter_Nhdiff_stat
1.6312E+00	2.5834E-12	1.6285E+00	1.6338E+00	3.8503E-13	3.8503E-13	X-Shooter_Nhdiff_stat
1.6365E+00	2.6519E-12	1.6338E+00	1.6392E+00	3.9615E-13	3.9615E-13	X-Shooter_Nhdiff_stat
1.6420E+00	2.8327E-12	1.6392E+00	1.6447E+00	4.2413E-13	4.2413E-13	X-Shooter_Nhdiff_stat
1.6474E+00	2.5198E-12	1.6447E+00	1.6502E+00	3.7814E-13	3.7814E-13	X-Shooter_Nhdiff_stat
1.6529E+00	2.7119E-12	1.6502E+00	1.6557E+00	4.0789E-13	4.0789E-13	X-Shooter_Nhdiff_stat
1.6584E+00	2.6945E-12	1.6557E+00	1.6612E+00	4.0619E-13	4.0619E-13	X-Shooter_Nhdiff_stat
1.6640E+00	2.5943E-12	1.6612E+00	1.6668E+00	3.9197E-13	3.9197E-13	X-Shooter_Nhdiff_stat
1.6696E+00	2.6109E-12	1.6668E+00	1.6724E+00	3.9535E-13	3.9535E-13	X-Shooter_Nhdiff_stat
1.6752E+00	2.6203E-12	1.6724E+00	1.6781E+00	3.9765E-13	3.9765E-13	X-Shooter_Nhdiff_stat
1.6809E+00	2.5185E-12	1.6781E+00	1.6838E+00	3.8306E-13	3.8306E-13	X-Shooter_Nhdiff_stat
1.6866E+00	2.4170E-12	1.6838E+00	1.6895E+00	3.6842E-13	3.6842E-13	X-Shooter_Nhdiff_stat
1.6924E+00	2.6668E-12	1.6895E+00	1.6953E+00	4.0739E-13	4.0739E-13	X-Shooter_Nhdiff_stat
1.6982E+00	2.6484E-12	1.6953E+00	1.7011E+00	4.0546E-13	4.0546E-13	X-Shooter_Nhdiff_stat
1.7040E+00	2.4630E-12	1.7011E+00	1.7070E+00	3.7787E-13	3.7787E-13	X-Shooter_Nhdiff_stat
1.7099E+00	2.4076E-12	1.7070E+00	1.7129E+00	3.7016E-13	3.7016E-13	X-Shooter_Nhdiff_stat
1.7158E+00	2.4084E-12	1.7129E+00	1.7188E+00	3.7108E-13	3.7108E-13	X-Shooter_Nhdiff_stat
1.7218E+00	2.7104E-12	1.7188E+00	1.7248E+00	4.1849E-13	4.1849E-13	X-Shooter_Nhdiff_stat
1.7278E+00	2.5211E-12	1.7248E+00	1.7308E+00	3.9008E-13	3.9008E-13	X-Shooter_Nhdiff_stat
1.7338E+00	2.6684E-12	1.7308E+00	1.7369E+00	4.1373E-13	4.1373E-13	X-Shooter_Nhdiff_stat
1.7399E+00	2.4288E-12	1.7369E+00	1.7430E+00	3.7735E-13	3.7735E-13	X-Shooter_Nhdiff_stat
1.7460E+00	2.4672E-12	1.7430E+00	1.7491E+00	3.8410E-13	3.8410E-13	X-Shooter_Nhdiff_stat
1.7522E+00	2.5297E-12	1.7491E+00	1.7553E+00	3.9463E-13	3.9463E-13	X-Shooter_Nhdiff_stat
1.7584E+00	2.3721E-12	1.7553E+00	1.7615E+00	3.7080E-13	3.7080E-13	X-Shooter_Nhdiff_stat
1.7647E+00	2.4196E-12	1.7615E+00	1.7678E+00	3.7897E-13	3.7897E-13	X-Shooter_Nhdiff_stat
1.7710E+00	2.2245E-12	1.7678E+00	1.7741E+00	3.4911E-13	3.4911E-13	X-Shooter_Nhdiff_stat
1.7773E+00	2.5558E-12	1.7741E+00	1.7805E+00	4.0189E-13	4.0189E-13	X-Shooter_Nhdiff_stat
1.7837E+00	2.9279E-12	1.7805E+00	1.7869E+00	4.6131E-13	4.6131E-13	X-Shooter_Nhdiff_stat
1.7902E+00	2.3413E-12	1.7869E+00	1.7934E+00	3.6958E-13	3.6958E-13	X-Shooter_Nhdiff_stat
1.7966E+00	2.4936E-12	1.7934E+00	1.7999E+00	3.9439E-13	3.9439E-13	X-Shooter_Nhdiff_stat
1.8032E+00	2.1777E-12	1.7999E+00	1.8065E+00	3.4508E-13	3.4508E-13	X-Shooter_Nhdiff_stat
1.8098E+00	2.2906E-12	1.8065E+00	1.8131E+00	3.6365E-13	3.6365E-13	X-Shooter_Nhdiff_stat
1.8164E+00	2.4870E-12	1.8131E+00	1.8197E+00	3.9556E-13	3.9556E-13	X-Shooter_Nhdiff_stat
1.8231E+00	2.3890E-12	1.8197E+00	1.8264E+00	3.8068E-13	3.8068E-13	X-Shooter_Nhdiff_stat
1.8298E+00	2.1987E-12	1.8264E+00	1.8332E+00	3.5099E-13	3.5099E-13	X-Shooter_Nhdiff_stat
1.8366E+00	2.0566E-12	1.8332E+00	1.8400E+00	3.2890E-13	3.2890E-13	X-Shooter_Nhdiff_stat
1.8434E+00	2.1223E-12	1.8400E+00	1.8468E+00	3.4001E-13	3.4001E-13	X-Shooter_Nhdiff_stat
1.8503E+00	2.1166E-12	1.8468E+00	1.8537E+00	3.3969E-13	3.3969E-13	X-Shooter_Nhdiff_stat
1.8572E+00	2.1869E-12	1.8537E+00	1.8607E+00	3.5160E-13	3.5160E-13	X-Shooter_Nhdiff_stat
1.8642E+00	2.5452E-12	1.8607E+00	1.8677E+00	4.0991E-13	4.0991E-13	X-Shooter_Nhdiff_stat
1.8712E+00	2.5781E-12	1.8677E+00	1.8748E+00	4.1592E-13	4.1592E-13	X-Shooter_Nhdiff_stat
1.8783E+00	2.3703E-12	1.8748E+00	1.8819E+00	3.8304E-13	3.8304E-13	X-Shooter_Nhdiff_stat
1.8855E+00	2.7142E-12	1.8819E+00	1.8890E+00	4.3934E-13	4.3934E-13	X-Shooter_Nhdiff_stat
1.8927E+00	2.0471E-12	1.8890E+00	1.8963E+00	3.3190E-13	3.3190E-13	X-Shooter_Nhdiff_stat
1.8999E+00	1.9335E-12	1.8963E+00	1.9036E+00	3.1398E-13	3.1398E-13	X-Shooter_Nhdiff_stat
1.9072E+00	2.2867E-12	1.9036E+00	1.9109E+00	3.7194E-13	3.7194E-13	X-Shooter_Nhdiff_stat
1.9146E+00	2.0628E-12	1.9109E+00	1.9183E+00	3.3605E-13	3.3605E-13	X-Shooter_Nhdiff_stat
1.9220E+00	2.0697E-12	1.9183E+00	1.9257E+00	3.3771E-13	3.3771E-13	X-Shooter_Nhdiff_stat
1.9295E+00	1.5134E-12	1.9257E+00	1.9332E+00	2.4732E-13	2.4732E-13	X-Shooter_Nhdiff_stat
1.9370E+00	2.0930E-12	1.9332E+00	1.9408E+00	3.4255E-13	3.4255E-13	X-Shooter_Nhdiff_stat
1.9446E+00	1.6361E-12	1.9408E+00	1.9484E+00	2.6817E-13	2.6817E-13	X-Shooter_Nhdiff_stat
1.9523E+00	2.0342E-12	1.9484E+00	1.9561E+00	3.3392E-13	3.3392E-13	X-Shooter_Nhdiff_stat
1.9600E+00	2.1900E-12	1.9561E+00	1.9639E+00	3.6000E-13	3.6000E-13	X-Shooter_Nhdiff_stat
1.9678E+00	2.0128E-12	1.9639E+00	1.9717E+00	3.3135E-13	3.3135E-13	X-Shooter_Nhdiff_stat
1.9756E+00	1.7863E-12	1.9717E+00	1.9795E+00	2.9448E-13	2.9448E-13	X-Shooter_Nhdiff_stat
1.9835E+00	2.4863E-12	1.9795E+00	1.9875E+00	4.1044E-13	4.1044E-13	X-Shooter_Nhdiff_stat
1.9915E+00	1.3862E-12	1.9875E+00	1.9955E+00	2.2914E-13	2.2914E-13	X-Shooter_Nhdiff_stat
1.9995E+00	2.1763E-12	1.9955E+00	2.0035E+00	3.6023E-13	3.6023E-13	X-Shooter_Nhdiff_stat
2.0076E+00	1.8428E-12	2.0035E+00	2.0117E+00	3.0542E-13	3.0542E-13	X-Shooter_Nhdiff_stat
2.0158E+00	1.6794E-12	2.0117E+00	2.0199E+00	2.7870E-13	2.7870E-13	X-Shooter_Nhdiff_stat
2.0240E+00	2.4545E-12	2.0199E+00	2.0281E+00	4.0784E-13	4.0784E-13	X-Shooter_Nhdiff_stat
2.0323E+00	2.1361E-12	2.0281E+00	2.0365E+00	3.5536E-13	3.5536E-13	X-Shooter_Nhdiff_stat
2.0407E+00	2.0284E-12	2.0365E+00	2.0449E+00	3.3786E-13	3.3786E-13	X-Shooter_Nhdiff_stat
2.0491E+00	2.2299E-12	2.0449E+00	2.0533E+00	3.7185E-13	3.7185E-13	X-Shooter_Nhdiff_stat
2.0576E+00	1.1749E-12	2.0533E+00	2.0619E+00	1.9616E-13	1.9616E-13	X-Shooter_Nhdiff_stat
1.9796E+00	1.9609E-13	1.7763E+00	2.2061E+00	3.0855E-14	3.0855E-14	GMOS_Nhdiff_stat
2.0838E+00	1.4987E-13	1.8848E+00	2.3037E+00	2.1125E-14	2.1125E-14	NTT_Nhdiff_stat
1.2609E+03	4.4202E-13	1.1476E+03	1.3855E+03	5.6934E-14	5.6934E-14	X-ray_Nhdiff_stat
1.4592E+03	4.1964E-13	1.3855E+03	1.5369E+03	3.6390E-14	3.6390E-14	X-ray_Nhdiff_stat
1.6042E+03	3.8897E-13	1.5369E+03	1.6745E+03	2.5834E-14	2.5834E-14	X-ray_Nhdiff_stat
1.7446E+03	3.4407E-13	1.6745E+03	1.8177E+03	1.8080E-14	1.8080E-14	X-ray_Nhdiff_stat
1.9002E+03	3.5437E-13	1.8177E+03	1.9864E+03	1.5112E-14	1.5112E-14	X-ray_Nhdiff_stat
2.0693E+03	3.6131E-13	1.9864E+03	2.1557E+03	1.2581E-14	1.2581E-14	X-ray_Nhdiff_stat
2.2723E+03	3.4847E-13	2.1557E+03	2.3952E+03	9.3465E-15	9.3465E-15	X-ray_Nhdiff_stat
2.5146E+03	3.8715E-13	2.3952E+03	2.6401E+03	8.0208E-15	8.0208E-15	X-ray_Nhdiff_stat
2.7813E+03	3.6147E-13	2.6401E+03	2.9300E+03	5.8673E-15	5.8673E-15	X-ray_Nhdiff_stat
3.0787E+03	3.7958E-13	2.9300E+03	3.2350E+03	4.6559E-15	4.6559E-15	X-ray_Nhdiff_stat
3.4103E+03	3.6777E-13	3.2350E+03	3.5950E+03	3.4144E-15	3.4144E-15	X-ray_Nhdiff_stat
3.8110E+03	3.5749E-13	3.5950E+03	4.0400E+03	2.4194E-15	2.4194E-15	X-ray_Nhdiff_stat
4.3015E+03	3.5446E-13	4.0400E+03	4.5800E+03	1.7107E-15	1.7107E-15	X-ray_Nhdiff_stat
4.9524E+03	3.4704E-13	4.5800E+03	5.3550E+03	1.1375E-15	1.1375E-15	X-ray_Nhdiff_stat
1.7320500E+008	2.6086E-11	1.00000E+008	3.00000E+008	2.1943E-12	2.1943E-12	Fermi_3FGL
5.4772255E+008	1.8418E-11	3.00000E+008	1.00000E+009	1.2153E-12	1.2153E-12	Fermi_3FGL
1.7320508E+009	1.3819E-11	1.00000E+009	3.00000E+009	9.3793E-13	9.3793E-13	Fermi_3FGL
5.4772255E+009	1.2561E-11	3.00000E+009	1.00000E+010	9.7835E-13	9.7835E-13	Fermi_3FGL
3.16227E+010	1.1718E-11	1.00000E+010	1.00000E+011	1.2699E-12	1.2699E-12	Fermi_3FGL
1502014000	5.5341E-12	849105987.68	2656966372.7	9.0845E-13	9.0845E-13	Fermi_Michael_Jan2018
4700003000	3.9963E-12	2656966372.7	8314003976.4	8.0642E-13	8.0642E-13	Fermi_Michael_Jan2018
14706940000	3.3869E-12	8314003976.4	26015637197	1.1239E-12	1.1239E-12	Fermi_Michael_Jan2018
46020000000	6.0084E-12	26015637197	81406442349	2.2306E-12	2.2306E-12	Fermi_Michael_Jan2018
144002800000	3.0318E-12	81406442349	254731760894	0.0000E+00	0.0000E+00	Fermi_Michael_Jan2018
1.2836E+11	1.5734E-12	1.0000E+11	1.6475E+11	0.0000E+00	0.0000E+00	HESSI_loose
2.1147E+11	1.5196E-12	1.6475E+11	2.7144E+11	0.0000E+00	0.0000E+00	HESSI_loose
3.4841E+11	1.2646E-12	2.7144E+11	4.4721E+11	0.0000E+00	0.0000E+00	HESSI_loose
5.7403E+11	1.0647E-12	4.4721E+11	7.3681E+11	0.0000E+00	0.0000E+00	HESSI_loose
9.4574E+11	1.0818E-12	7.3681E+11	1.2139E+12	0.0000E+00	0.0000E+00	HESSI_loose
1.5582E+12	1.1941E-12	1.2139E+12	2.0000E+12	0.0000E+00	0.0000E+00	HESSI_loose
