!E(eV)		F(ergcm-2s-1)	Emin            Emax      	delta F(-)	delta F(+)	Observatory
3.4907E-06	1.3022E-14	3.3204E-06	3.6699E-06	7.5970E-16	7.5970E-16	mgps
3.4783E-05	1.9779E-14	3.3085E-05	3.6568E-05	1.0583E-15	1.0583E-15	tan
8.2817E-05	1.1136E-13	7.8775E-05	8.7067E-05	1.1136E-14	1.1136E-14	ALMA
2.2753E-05	5.4702E-14	2.2191E-05	2.3329E-05	1.4454E-15	1.4454E-15	atca
3.7233E-05	7.5995E-14	3.6313E-05	3.8175E-05	2.0372E-15	2.0372E-15	atca
7.0328E-05	1.1064E-13	6.8592E-05	7.2109E-05	2.4731E-15	2.4731E-15	atca
7.8602E-05	1.1985E-13	7.6661E-05	8.0592E-05	2.7641E-15	2.7641E-15	atca
1.5720E-04	2.0355E-13	1.5332E-04	1.6118E-04	6.8591E-15	6.8591E-15	atca
1.6548E-04	2.1827E-13	1.6139E-04	1.6967E-04	7.2201E-15	7.2201E-15	atca
5.6350E-02	1.0936E-12	4.9444E-02	6.4220E-02	2.3766E-13	2.3766E-13	wise
1.0350E-01	1.1407E-12	9.0813E-02	1.1795E-01	1.7778E-13	1.7778E-13	wise
2.7078E-01	3.9367E-12	2.3759E-01	3.0860E-01	5.7798E-13	5.7798E-13	wise
3.7127E-01	5.5728E-12	3.2577E-01	4.2313E-01	8.2563E-13	8.2563E-13	wise
5.7589E-01	7.4002E-12	5.3420E-01	6.2083E-01	5.7011E-13	5.7011E-13	2MASS
7.4810E-01	7.1048E-12	6.9395E-01	8.0648E-01	7.7068E-13	7.7068E-13	2MASS
1.0068E+00	7.0270E-12	9.3388E-01	1.0853E+00	1.0263E-12	1.0263E-12	2MASS
5.1651E-01	5.0280E-12	5.1624E-01	5.1678E-01	2.5466E-13	2.5466E-13	X-Shooter
5.1705E-01	5.3291E-12	5.1678E-01	5.1732E-01	2.7226E-13	2.7226E-13	X-Shooter
5.1759E-01	5.3728E-12	5.1732E-01	5.1786E-01	2.7000E-13	2.7000E-13	X-Shooter
5.1813E-01	5.3489E-12	5.1786E-01	5.1840E-01	2.7095E-13	2.7095E-13	X-Shooter
5.1867E-01	5.0636E-12	5.1840E-01	5.1894E-01	2.5543E-13	2.5543E-13	X-Shooter
5.1922E-01	5.2841E-12	5.1894E-01	5.1949E-01	2.6807E-13	2.6807E-13	X-Shooter
5.1976E-01	5.4266E-12	5.1949E-01	5.2003E-01	2.7436E-13	2.7436E-13	X-Shooter
5.2031E-01	5.2211E-12	5.2003E-01	5.2058E-01	2.6608E-13	2.6608E-13	X-Shooter
5.2085E-01	5.2469E-12	5.2058E-01	5.2113E-01	2.6452E-13	2.6452E-13	X-Shooter
5.2140E-01	5.2042E-12	5.2113E-01	5.2167E-01	2.6246E-13	2.6246E-13	X-Shooter
5.2195E-01	5.5769E-12	5.2167E-01	5.2222E-01	2.8118E-13	2.8118E-13	X-Shooter
5.2250E-01	5.3772E-12	5.2222E-01	5.2277E-01	2.7193E-13	2.7193E-13	X-Shooter
5.2305E-01	5.0943E-12	5.2277E-01	5.2333E-01	2.6130E-13	2.6130E-13	X-Shooter
5.2360E-01	5.3239E-12	5.2333E-01	5.2388E-01	2.6981E-13	2.6981E-13	X-Shooter
5.2416E-01	5.5314E-12	5.2388E-01	5.2443E-01	2.7775E-13	2.7775E-13	X-Shooter
5.2471E-01	5.5415E-12	5.2443E-01	5.2499E-01	2.7915E-13	2.7915E-13	X-Shooter
5.2527E-01	5.3421E-12	5.2499E-01	5.2554E-01	2.6795E-13	2.6795E-13	X-Shooter
5.2582E-01	5.3486E-12	5.2554E-01	5.2610E-01	2.6939E-13	2.6939E-13	X-Shooter
5.2638E-01	5.7306E-12	5.2610E-01	5.2666E-01	2.8846E-13	2.8846E-13	X-Shooter
5.2694E-01	5.4474E-12	5.2666E-01	5.2722E-01	2.7435E-13	2.7435E-13	X-Shooter
5.2750E-01	5.4427E-12	5.2722E-01	5.2778E-01	2.7666E-13	2.7666E-13	X-Shooter
5.2806E-01	5.4203E-12	5.2778E-01	5.2835E-01	2.7224E-13	2.7224E-13	X-Shooter
5.2863E-01	5.5777E-12	5.2835E-01	5.2891E-01	2.8138E-13	2.8138E-13	X-Shooter
5.2919E-01	5.6671E-12	5.2891E-01	5.2947E-01	2.8534E-13	2.8534E-13	X-Shooter
5.2976E-01	5.5055E-12	5.2947E-01	5.3004E-01	2.7680E-13	2.7680E-13	X-Shooter
5.3032E-01	5.4709E-12	5.3004E-01	5.3061E-01	2.7461E-13	2.7461E-13	X-Shooter
5.3089E-01	5.4180E-12	5.3061E-01	5.3117E-01	2.7261E-13	2.7261E-13	X-Shooter
5.3146E-01	5.6523E-12	5.3117E-01	5.3174E-01	2.8310E-13	2.8310E-13	X-Shooter
5.3203E-01	5.5979E-12	5.3174E-01	5.3232E-01	2.8261E-13	2.8261E-13	X-Shooter
5.3260E-01	5.7455E-12	5.3232E-01	5.3289E-01	2.8839E-13	2.8839E-13	X-Shooter
5.3317E-01	5.8265E-12	5.3289E-01	5.3346E-01	2.9201E-13	2.9201E-13	X-Shooter
5.3375E-01	5.4599E-12	5.3346E-01	5.3403E-01	2.7401E-13	2.7401E-13	X-Shooter
5.3432E-01	5.5533E-12	5.3403E-01	5.3461E-01	2.7920E-13	2.7920E-13	X-Shooter
5.3490E-01	5.7132E-12	5.3461E-01	5.3519E-01	2.8750E-13	2.8750E-13	X-Shooter
5.3548E-01	5.7248E-12	5.3519E-01	5.3577E-01	2.8762E-13	2.8762E-13	X-Shooter
5.3606E-01	5.7221E-12	5.3577E-01	5.3635E-01	2.8690E-13	2.8690E-13	X-Shooter
5.3664E-01	5.9027E-12	5.3635E-01	5.3693E-01	2.9656E-13	2.9656E-13	X-Shooter
5.3722E-01	5.8506E-12	5.3693E-01	5.3751E-01	2.9370E-13	2.9370E-13	X-Shooter
5.3780E-01	5.8132E-12	5.3751E-01	5.3809E-01	2.9225E-13	2.9225E-13	X-Shooter
5.3838E-01	5.5609E-12	5.3809E-01	5.3868E-01	2.8019E-13	2.8019E-13	X-Shooter
5.3897E-01	5.6639E-12	5.3868E-01	5.3926E-01	2.8429E-13	2.8429E-13	X-Shooter
5.3955E-01	5.6867E-12	5.3926E-01	5.3985E-01	2.8630E-13	2.8630E-13	X-Shooter
5.4014E-01	5.8554E-12	5.3985E-01	5.4044E-01	2.9376E-13	2.9376E-13	X-Shooter
5.4073E-01	5.6558E-12	5.4044E-01	5.4103E-01	2.8565E-13	2.8565E-13	X-Shooter
5.4132E-01	5.8336E-12	5.4103E-01	5.4162E-01	2.9307E-13	2.9307E-13	X-Shooter
5.4192E-01	5.8405E-12	5.4162E-01	5.4221E-01	2.9347E-13	2.9347E-13	X-Shooter
5.4251E-01	5.8368E-12	5.4221E-01	5.4280E-01	2.9246E-13	2.9246E-13	X-Shooter
5.4310E-01	5.8322E-12	5.4280E-01	5.4340E-01	2.9265E-13	2.9265E-13	X-Shooter
5.4370E-01	5.9615E-12	5.4340E-01	5.4400E-01	2.9990E-13	2.9990E-13	X-Shooter
5.4429E-01	5.9527E-12	5.4400E-01	5.4459E-01	2.9828E-13	2.9828E-13	X-Shooter
5.4489E-01	6.1447E-12	5.4459E-01	5.4519E-01	3.1087E-13	3.1087E-13	X-Shooter
5.4549E-01	6.5773E-12	5.4519E-01	5.4579E-01	3.3215E-13	3.3215E-13	X-Shooter
5.4609E-01	5.8454E-12	5.4579E-01	5.4639E-01	2.9403E-13	2.9403E-13	X-Shooter
5.4669E-01	5.8637E-12	5.4639E-01	5.4700E-01	2.9458E-13	2.9458E-13	X-Shooter
5.4730E-01	5.9760E-12	5.4700E-01	5.4760E-01	3.0003E-13	3.0003E-13	X-Shooter
5.4790E-01	5.7187E-12	5.4760E-01	5.4820E-01	2.8686E-13	2.8686E-13	X-Shooter
5.4851E-01	5.6675E-12	5.4820E-01	5.4881E-01	2.8398E-13	2.8398E-13	X-Shooter
5.4912E-01	5.8216E-12	5.4881E-01	5.4942E-01	2.9185E-13	2.9185E-13	X-Shooter
5.4972E-01	5.5705E-12	5.4942E-01	5.5003E-01	2.7909E-13	2.7909E-13	X-Shooter
5.5033E-01	5.6530E-12	5.5003E-01	5.5064E-01	2.8450E-13	2.8450E-13	X-Shooter
5.5095E-01	5.7749E-12	5.5064E-01	5.5125E-01	2.8966E-13	2.8966E-13	X-Shooter
5.5156E-01	5.5937E-12	5.5125E-01	5.5186E-01	2.8079E-13	2.8079E-13	X-Shooter
5.5217E-01	5.6426E-12	5.5186E-01	5.5248E-01	2.8370E-13	2.8370E-13	X-Shooter
5.5279E-01	5.5280E-12	5.5248E-01	5.5310E-01	2.7752E-13	2.7752E-13	X-Shooter
5.5341E-01	5.5025E-12	5.5310E-01	5.5372E-01	2.7613E-13	2.7613E-13	X-Shooter
5.5403E-01	5.6891E-12	5.5372E-01	5.5433E-01	2.8510E-13	2.8510E-13	X-Shooter
5.5464E-01	5.4593E-12	5.5433E-01	5.5496E-01	2.7363E-13	2.7363E-13	X-Shooter
5.5527E-01	5.5646E-12	5.5496E-01	5.5558E-01	2.7901E-13	2.7901E-13	X-Shooter
5.5589E-01	5.7002E-12	5.5558E-01	5.5620E-01	2.8607E-13	2.8607E-13	X-Shooter
5.5651E-01	5.6988E-12	5.5620E-01	5.5682E-01	2.8577E-13	2.8577E-13	X-Shooter
5.5714E-01	5.5787E-12	5.5682E-01	5.5745E-01	2.7948E-13	2.7948E-13	X-Shooter
5.5776E-01	5.5032E-12	5.5745E-01	5.5808E-01	2.7547E-13	2.7547E-13	X-Shooter
5.5839E-01	5.5244E-12	5.5808E-01	5.5871E-01	2.7675E-13	2.7675E-13	X-Shooter
5.5902E-01	5.5917E-12	5.5871E-01	5.5934E-01	2.8031E-13	2.8031E-13	X-Shooter
5.5965E-01	5.6984E-12	5.5934E-01	5.5997E-01	2.8559E-13	2.8559E-13	X-Shooter
5.6028E-01	5.6972E-12	5.5997E-01	5.6060E-01	2.8526E-13	2.8526E-13	X-Shooter
5.6092E-01	5.7089E-12	5.6060E-01	5.6124E-01	2.8636E-13	2.8636E-13	X-Shooter
5.6155E-01	5.7179E-12	5.6124E-01	5.6187E-01	2.8649E-13	2.8649E-13	X-Shooter
5.6219E-01	5.6993E-12	5.6187E-01	5.6251E-01	2.8532E-13	2.8532E-13	X-Shooter
5.6283E-01	5.7635E-12	5.6251E-01	5.6315E-01	2.8904E-13	2.8904E-13	X-Shooter
5.6347E-01	5.6714E-12	5.6315E-01	5.6379E-01	2.8401E-13	2.8401E-13	X-Shooter
5.6411E-01	5.7024E-12	5.6379E-01	5.6443E-01	2.8562E-13	2.8562E-13	X-Shooter
5.6475E-01	5.6767E-12	5.6443E-01	5.6507E-01	2.8411E-13	2.8411E-13	X-Shooter
5.6540E-01	5.7127E-12	5.6507E-01	5.6572E-01	2.8633E-13	2.8633E-13	X-Shooter
5.6604E-01	5.7134E-12	5.6572E-01	5.6637E-01	2.8598E-13	2.8598E-13	X-Shooter
5.6669E-01	5.6562E-12	5.6637E-01	5.6701E-01	2.8339E-13	2.8339E-13	X-Shooter
5.6734E-01	5.7144E-12	5.6701E-01	5.6766E-01	2.8668E-13	2.8668E-13	X-Shooter
5.6799E-01	5.7274E-12	5.6766E-01	5.6831E-01	2.8683E-13	2.8683E-13	X-Shooter
5.6864E-01	5.8518E-12	5.6831E-01	5.6896E-01	2.9321E-13	2.9321E-13	X-Shooter
5.6929E-01	5.8651E-12	5.6896E-01	5.6962E-01	2.9360E-13	2.9360E-13	X-Shooter
5.6995E-01	5.8790E-12	5.6962E-01	5.7027E-01	2.9428E-13	2.9428E-13	X-Shooter
5.7060E-01	5.7759E-12	5.7027E-01	5.7093E-01	2.8931E-13	2.8931E-13	X-Shooter
5.7126E-01	5.8254E-12	5.7093E-01	5.7159E-01	2.9150E-13	2.9150E-13	X-Shooter
5.7192E-01	5.8044E-12	5.7159E-01	5.7225E-01	2.9069E-13	2.9069E-13	X-Shooter
5.7258E-01	5.9487E-12	5.7225E-01	5.7291E-01	2.9768E-13	2.9768E-13	X-Shooter
5.7324E-01	5.8546E-12	5.7291E-01	5.7357E-01	2.9351E-13	2.9351E-13	X-Shooter
5.7390E-01	5.8572E-12	5.7357E-01	5.7423E-01	2.9363E-13	2.9363E-13	X-Shooter
5.7457E-01	5.8822E-12	5.7423E-01	5.7490E-01	2.9467E-13	2.9467E-13	X-Shooter
5.7523E-01	5.9633E-12	5.7490E-01	5.7557E-01	2.9853E-13	2.9853E-13	X-Shooter
5.7590E-01	5.8877E-12	5.7557E-01	5.7624E-01	2.9480E-13	2.9480E-13	X-Shooter
5.7657E-01	5.9664E-12	5.7624E-01	5.7691E-01	2.9889E-13	2.9889E-13	X-Shooter
5.7724E-01	5.9941E-12	5.7691E-01	5.7758E-01	3.0004E-13	3.0004E-13	X-Shooter
5.7792E-01	5.9179E-12	5.7758E-01	5.7825E-01	2.9602E-13	2.9602E-13	X-Shooter
5.7859E-01	5.8624E-12	5.7825E-01	5.7893E-01	2.9379E-13	2.9379E-13	X-Shooter
5.7927E-01	5.9237E-12	5.7893E-01	5.7961E-01	2.9713E-13	2.9713E-13	X-Shooter
5.7995E-01	5.9107E-12	5.7961E-01	5.8028E-01	2.9626E-13	2.9626E-13	X-Shooter
5.8062E-01	5.8908E-12	5.8028E-01	5.8096E-01	2.9525E-13	2.9525E-13	X-Shooter
5.8131E-01	5.8890E-12	5.8096E-01	5.8165E-01	2.9530E-13	2.9530E-13	X-Shooter
5.8199E-01	6.0013E-12	5.8165E-01	5.8233E-01	3.0072E-13	3.0072E-13	X-Shooter
5.8267E-01	6.0635E-12	5.8233E-01	5.8301E-01	3.0386E-13	3.0386E-13	X-Shooter
5.8336E-01	6.0626E-12	5.8301E-01	5.8370E-01	3.0384E-13	3.0384E-13	X-Shooter
5.8404E-01	6.0871E-12	5.8370E-01	5.8439E-01	3.0514E-13	3.0514E-13	X-Shooter
5.8473E-01	6.0931E-12	5.8439E-01	5.8508E-01	3.0528E-13	3.0528E-13	X-Shooter
5.8542E-01	6.1109E-12	5.8508E-01	5.8577E-01	3.0614E-13	3.0614E-13	X-Shooter
5.8611E-01	6.1744E-12	5.8577E-01	5.8646E-01	3.0922E-13	3.0922E-13	X-Shooter
5.8681E-01	6.1228E-12	5.8646E-01	5.8715E-01	3.0654E-13	3.0654E-13	X-Shooter
5.8750E-01	6.1253E-12	5.8715E-01	5.8785E-01	3.0717E-13	3.0717E-13	X-Shooter
5.8820E-01	6.0364E-12	5.8785E-01	5.8855E-01	3.0242E-13	3.0242E-13	X-Shooter
5.8890E-01	6.0206E-12	5.8855E-01	5.8925E-01	3.0149E-13	3.0149E-13	X-Shooter
5.8960E-01	6.2741E-12	5.8925E-01	5.8995E-01	3.1418E-13	3.1418E-13	X-Shooter
5.9030E-01	6.4667E-12	5.8995E-01	5.9065E-01	3.2378E-13	3.2378E-13	X-Shooter
5.9100E-01	6.4675E-12	5.9065E-01	5.9136E-01	3.2370E-13	3.2370E-13	X-Shooter
5.9171E-01	6.3212E-12	5.9136E-01	5.9206E-01	3.1627E-13	3.1627E-13	X-Shooter
5.9242E-01	6.3885E-12	5.9206E-01	5.9277E-01	3.1987E-13	3.1987E-13	X-Shooter
5.9312E-01	6.1206E-12	5.9277E-01	5.9348E-01	3.0644E-13	3.0644E-13	X-Shooter
5.9384E-01	6.1648E-12	5.9348E-01	5.9419E-01	3.0889E-13	3.0889E-13	X-Shooter
5.9455E-01	6.1357E-12	5.9419E-01	5.9491E-01	3.0769E-13	3.0769E-13	X-Shooter
5.9526E-01	6.0766E-12	5.9491E-01	5.9562E-01	3.0424E-13	3.0424E-13	X-Shooter
5.9598E-01	6.0640E-12	5.9562E-01	5.9634E-01	3.0344E-13	3.0344E-13	X-Shooter
5.9669E-01	5.9724E-12	5.9634E-01	5.9705E-01	2.9896E-13	2.9896E-13	X-Shooter
5.9741E-01	5.9013E-12	5.9705E-01	5.9777E-01	2.9547E-13	2.9547E-13	X-Shooter
5.9813E-01	5.9724E-12	5.9777E-01	5.9849E-01	2.9954E-13	2.9954E-13	X-Shooter
5.9886E-01	5.9368E-12	5.9849E-01	5.9922E-01	2.9747E-13	2.9747E-13	X-Shooter
5.9958E-01	5.9434E-12	5.9922E-01	5.9994E-01	2.9781E-13	2.9781E-13	X-Shooter
6.0031E-01	5.9421E-12	5.9994E-01	6.0067E-01	2.9741E-13	2.9741E-13	X-Shooter
6.0103E-01	6.1270E-12	6.0067E-01	6.0140E-01	3.0762E-13	3.0762E-13	X-Shooter
6.0176E-01	6.0701E-12	6.0140E-01	6.0213E-01	3.0369E-13	3.0369E-13	X-Shooter
6.0249E-01	5.9171E-12	6.0213E-01	6.0286E-01	2.9639E-13	2.9639E-13	X-Shooter
6.0323E-01	5.6613E-12	6.0286E-01	6.0359E-01	2.8501E-13	2.8501E-13	X-Shooter
6.0396E-01	6.6558E-12	6.0359E-01	6.0433E-01	3.3348E-13	3.3348E-13	X-Shooter
6.0470E-01	6.2023E-12	6.0433E-01	6.0507E-01	3.1143E-13	3.1143E-13	X-Shooter
6.0544E-01	6.1518E-12	6.0507E-01	6.0581E-01	3.0781E-13	3.0781E-13	X-Shooter
6.0618E-01	5.9771E-12	6.0581E-01	6.0655E-01	2.9927E-13	2.9927E-13	X-Shooter
6.0692E-01	6.1337E-12	6.0655E-01	6.0729E-01	3.0733E-13	3.0733E-13	X-Shooter
6.0766E-01	6.0917E-12	6.0729E-01	6.0803E-01	3.0488E-13	3.0488E-13	X-Shooter
6.0841E-01	6.0450E-12	6.0803E-01	6.0878E-01	3.0240E-13	3.0240E-13	X-Shooter
6.0916E-01	6.0607E-12	6.0878E-01	6.0953E-01	3.0332E-13	3.0332E-13	X-Shooter
6.0991E-01	6.2204E-12	6.0953E-01	6.1028E-01	3.1132E-13	3.1132E-13	X-Shooter
6.1066E-01	6.1315E-12	6.1028E-01	6.1103E-01	3.0686E-13	3.0686E-13	X-Shooter
6.1141E-01	6.1137E-12	6.1103E-01	6.1179E-01	3.0621E-13	3.0621E-13	X-Shooter
6.5023E-01	6.1841E-14	6.1179E-01	6.9109E-01	3.0940E-15	3.0940E-15	X-Shooter
6.9157E-01	6.0245E-12	6.9109E-01	6.9205E-01	3.0141E-13	3.0141E-13	X-Shooter
6.9253E-01	6.2626E-12	6.9205E-01	6.9302E-01	3.1328E-13	3.1328E-13	X-Shooter
6.9350E-01	6.2019E-12	6.9302E-01	6.9399E-01	3.1237E-13	3.1237E-13	X-Shooter
6.9447E-01	6.0941E-12	6.9399E-01	6.9496E-01	3.0506E-13	3.0506E-13	X-Shooter
6.9545E-01	6.2388E-12	6.9496E-01	6.9593E-01	3.1233E-13	3.1233E-13	X-Shooter
6.9642E-01	5.9696E-12	6.9593E-01	6.9691E-01	2.9862E-13	2.9862E-13	X-Shooter
6.9740E-01	6.1869E-12	6.9691E-01	6.9789E-01	3.0954E-13	3.0954E-13	X-Shooter
6.9838E-01	6.0887E-12	6.9789E-01	6.9888E-01	3.0454E-13	3.0454E-13	X-Shooter
6.9937E-01	6.1765E-12	6.9888E-01	6.9987E-01	3.0910E-13	3.0910E-13	X-Shooter
7.0036E-01	6.1581E-12	6.9987E-01	7.0086E-01	3.0803E-13	3.0803E-13	X-Shooter
7.0135E-01	6.0788E-12	7.0086E-01	7.0185E-01	3.0526E-13	3.0526E-13	X-Shooter
7.0234E-01	6.1494E-12	7.0185E-01	7.0284E-01	3.0787E-13	3.0787E-13	X-Shooter
7.0334E-01	6.2273E-12	7.0284E-01	7.0384E-01	3.1155E-13	3.1155E-13	X-Shooter
7.0434E-01	6.0885E-12	7.0384E-01	7.0484E-01	3.0461E-13	3.0461E-13	X-Shooter
7.0534E-01	6.1207E-12	7.0484E-01	7.0584E-01	3.0613E-13	3.0613E-13	X-Shooter
7.0635E-01	6.1248E-12	7.0584E-01	7.0685E-01	3.0636E-13	3.0636E-13	X-Shooter
7.0735E-01	6.1406E-12	7.0685E-01	7.0786E-01	3.0727E-13	3.0727E-13	X-Shooter
7.0836E-01	6.0951E-12	7.0786E-01	7.0887E-01	3.0538E-13	3.0538E-13	X-Shooter
7.0938E-01	6.1416E-12	7.0887E-01	7.0988E-01	3.0725E-13	3.0725E-13	X-Shooter
7.1039E-01	6.2014E-12	7.0988E-01	7.1090E-01	3.1098E-13	3.1098E-13	X-Shooter
7.1141E-01	6.1745E-12	7.1090E-01	7.1192E-01	3.0935E-13	3.0935E-13	X-Shooter
7.1243E-01	6.2068E-12	7.1192E-01	7.1295E-01	3.1055E-13	3.1055E-13	X-Shooter
7.1346E-01	6.1330E-12	7.1295E-01	7.1397E-01	3.0685E-13	3.0685E-13	X-Shooter
7.1449E-01	6.1922E-12	7.1397E-01	7.1500E-01	3.1023E-13	3.1023E-13	X-Shooter
7.1552E-01	6.3083E-12	7.1500E-01	7.1603E-01	3.1562E-13	3.1562E-13	X-Shooter
7.1655E-01	6.2811E-12	7.1603E-01	7.1707E-01	3.1435E-13	3.1435E-13	X-Shooter
7.1759E-01	6.2527E-12	7.1707E-01	7.1811E-01	3.1293E-13	3.1293E-13	X-Shooter
7.1863E-01	6.2925E-12	7.1811E-01	7.1915E-01	3.1587E-13	3.1587E-13	X-Shooter
7.1967E-01	6.1907E-12	7.1915E-01	7.2019E-01	3.0979E-13	3.0979E-13	X-Shooter
7.2072E-01	6.1220E-12	7.2019E-01	7.2125E-01	3.0692E-13	3.0692E-13	X-Shooter
7.2177E-01	6.2503E-12	7.2125E-01	7.2230E-01	3.1269E-13	3.1269E-13	X-Shooter
7.2282E-01	6.1575E-12	7.2230E-01	7.2335E-01	3.0835E-13	3.0835E-13	X-Shooter
7.2388E-01	6.0921E-12	7.2335E-01	7.2441E-01	3.0504E-13	3.0504E-13	X-Shooter
7.2494E-01	6.2046E-12	7.2441E-01	7.2547E-01	3.1049E-13	3.1049E-13	X-Shooter
7.2600E-01	6.3128E-12	7.2547E-01	7.2653E-01	3.1606E-13	3.1606E-13	X-Shooter
7.2706E-01	6.3102E-12	7.2653E-01	7.2759E-01	3.1570E-13	3.1570E-13	X-Shooter
7.2813E-01	6.4164E-12	7.2759E-01	7.2866E-01	3.2108E-13	3.2108E-13	X-Shooter
7.2920E-01	6.3596E-12	7.2866E-01	7.2974E-01	3.1817E-13	3.1817E-13	X-Shooter
7.3027E-01	6.3975E-12	7.2974E-01	7.3081E-01	3.2019E-13	3.2019E-13	X-Shooter
7.3135E-01	6.4971E-12	7.3081E-01	7.3189E-01	3.2605E-13	3.2605E-13	X-Shooter
7.3243E-01	6.5891E-12	7.3189E-01	7.3297E-01	3.2952E-13	3.2952E-13	X-Shooter
7.3351E-01	6.6521E-12	7.3297E-01	7.3406E-01	3.3274E-13	3.3274E-13	X-Shooter
7.3460E-01	6.5660E-12	7.3406E-01	7.3514E-01	3.2845E-13	3.2845E-13	X-Shooter
7.3569E-01	6.4500E-12	7.3514E-01	7.3624E-01	3.2297E-13	3.2297E-13	X-Shooter
7.3678E-01	6.3721E-12	7.3624E-01	7.3733E-01	3.1873E-13	3.1873E-13	X-Shooter
7.3788E-01	6.4219E-12	7.3733E-01	7.3843E-01	3.2118E-13	3.2118E-13	X-Shooter
7.3898E-01	6.4071E-12	7.3843E-01	7.3953E-01	3.2059E-13	3.2059E-13	X-Shooter
7.4008E-01	6.4469E-12	7.3953E-01	7.4063E-01	3.2271E-13	3.2271E-13	X-Shooter
7.4119E-01	6.4542E-12	7.4063E-01	7.4174E-01	3.2296E-13	3.2296E-13	X-Shooter
7.4230E-01	6.3672E-12	7.4174E-01	7.4285E-01	3.1864E-13	3.1864E-13	X-Shooter
7.4341E-01	6.3834E-12	7.4285E-01	7.4397E-01	3.1937E-13	3.1937E-13	X-Shooter
7.4453E-01	6.4495E-12	7.4397E-01	7.4509E-01	3.2275E-13	3.2275E-13	X-Shooter
7.4565E-01	6.4515E-12	7.4509E-01	7.4621E-01	3.2277E-13	3.2277E-13	X-Shooter
7.4677E-01	6.3546E-12	7.4621E-01	7.4733E-01	3.1809E-13	3.1809E-13	X-Shooter
7.4790E-01	6.4315E-12	7.4733E-01	7.4846E-01	3.2176E-13	3.2176E-13	X-Shooter
7.4903E-01	6.3935E-12	7.4846E-01	7.4959E-01	3.1996E-13	3.1996E-13	X-Shooter
7.5016E-01	6.4093E-12	7.4959E-01	7.5073E-01	3.2063E-13	3.2063E-13	X-Shooter
7.5130E-01	6.4482E-12	7.5073E-01	7.5187E-01	3.2251E-13	3.2251E-13	X-Shooter
7.5244E-01	6.3987E-12	7.5187E-01	7.5301E-01	3.2085E-13	3.2085E-13	X-Shooter
7.5358E-01	6.4773E-12	7.5301E-01	7.5415E-01	3.2646E-13	3.2646E-13	X-Shooter
7.5473E-01	6.6128E-12	7.5415E-01	7.5530E-01	3.3077E-13	3.3077E-13	X-Shooter
7.5588E-01	6.4833E-12	7.5530E-01	7.5645E-01	3.2489E-13	3.2489E-13	X-Shooter
7.5703E-01	6.5893E-12	7.5645E-01	7.5761E-01	3.2968E-13	3.2968E-13	X-Shooter
7.5819E-01	6.5633E-12	7.5761E-01	7.5877E-01	3.2914E-13	3.2914E-13	X-Shooter
7.5935E-01	6.5824E-12	7.5877E-01	7.5993E-01	3.2921E-13	3.2921E-13	X-Shooter
7.6051E-01	6.5551E-12	7.5993E-01	7.6110E-01	3.2796E-13	3.2796E-13	X-Shooter
7.6168E-01	6.5060E-12	7.6110E-01	7.6227E-01	3.2561E-13	3.2561E-13	X-Shooter
7.6285E-01	6.4289E-12	7.6227E-01	7.6344E-01	3.2158E-13	3.2158E-13	X-Shooter
7.6403E-01	6.4974E-12	7.6344E-01	7.6462E-01	3.2570E-13	3.2570E-13	X-Shooter
7.6521E-01	6.4459E-12	7.6462E-01	7.6580E-01	3.2259E-13	3.2259E-13	X-Shooter
7.6639E-01	6.3905E-12	7.6580E-01	7.6698E-01	3.1992E-13	3.1992E-13	X-Shooter
7.6758E-01	6.4459E-12	7.6698E-01	7.6817E-01	3.2260E-13	3.2260E-13	X-Shooter
7.6877E-01	6.5485E-12	7.6817E-01	7.6937E-01	3.2830E-13	3.2830E-13	X-Shooter
7.6996E-01	6.5145E-12	7.6937E-01	7.7056E-01	3.2595E-13	3.2595E-13	X-Shooter
7.7116E-01	6.5227E-12	7.7056E-01	7.7176E-01	3.2638E-13	3.2638E-13	X-Shooter
7.7236E-01	6.4974E-12	7.7176E-01	7.7296E-01	3.2548E-13	3.2548E-13	X-Shooter
7.7357E-01	6.4630E-12	7.7296E-01	7.7417E-01	3.2356E-13	3.2356E-13	X-Shooter
7.7478E-01	6.4626E-12	7.7417E-01	7.7538E-01	3.2340E-13	3.2340E-13	X-Shooter
7.7599E-01	6.4334E-12	7.7538E-01	7.7660E-01	3.2275E-13	3.2275E-13	X-Shooter
7.7720E-01	6.4220E-12	7.7660E-01	7.7781E-01	3.2133E-13	3.2133E-13	X-Shooter
7.7842E-01	6.5026E-12	7.7781E-01	7.7903E-01	3.2541E-13	3.2541E-13	X-Shooter
7.7965E-01	6.5717E-12	7.7903E-01	7.8026E-01	3.2913E-13	3.2913E-13	X-Shooter
7.8088E-01	6.5526E-12	7.8026E-01	7.8149E-01	3.2839E-13	3.2839E-13	X-Shooter
7.8211E-01	6.6723E-12	7.8149E-01	7.8272E-01	3.3436E-13	3.3436E-13	X-Shooter
7.8334E-01	6.5562E-12	7.8272E-01	7.8396E-01	3.2811E-13	3.2811E-13	X-Shooter
7.8458E-01	6.5603E-12	7.8396E-01	7.8520E-01	3.2844E-13	3.2844E-13	X-Shooter
7.8582E-01	6.5990E-12	7.8520E-01	7.8645E-01	3.3009E-13	3.3009E-13	X-Shooter
